title,year,director,runtime,cast
Mars Attacks!,1996,Tim Burton,106,"['Jack Nicholson', 'Glenn Close', 'Annette Bening', 'Pierce Brosnan', 'Danny DeVito', 'Martin Short', 'Sarah Jessica Parker', 'Michael J. Fox', 'Rod Steiger', 'Tom Jones', 'Lukas Haas', 'Natalie Portman', 'Jim Brown', 'Lisa Marie', 'Sylvia Sidney', 'Paul Winfield', 'Pam Grier', 'Jack Black', 'Janice Rivera', 'Ray J', 'Brandon Hammond', 'Joe Don Baker', 'O-Lan Jones', 'Christina Applegate', 'Brian Haley', 'Jerzy Skolimowski', 'Timi Prulhiere', 'Barbet Schroeder', 'Chi Hoang Cai', 'Tommy Bush', 'Joseph Maher', 'Gloria M. Malgarini', 'Betty Bunch', 'Gloria Hoffmann', 'Willie Garson', 'John Roselius', 'Michael Reilly Burke', 'Valerie Wildman', 'Richard Irving', 'Jonathan Emerson', ""Tamara 'Gingir' Curry"", 'Rebecca Broussard', 'Vinny Argiro', 'Steve Valentine', 'Coco Leigh', 'Jeffrey King', 'Enrique Castillo', 'Don LaMoth', 'C. Wayne Owens', 'Joseph Moynihan', 'Roger Peterson', 'John Finnegan', 'Ed Lambert', 'John Gray', 'Gregg Daniel', 'J. Kenneth Campbell', 'Jeanne Mori', 'Rance Howard', 'Richard Assad', 'Velletta Carlson', 'Kevin Mangan', 'Rebeca Silva', 'Josh Philip Weinstein', 'Julian Barnes', 'Ken Thomas', 'Darelle Porter Holden', 'Christi Black', 'Sharon Hendrix', 'Frank Welker']"
Die Hard: With a Vengeance,1995,John McTiernan,128,"['Bruce Willis', 'Jeremy Irons', 'Samuel L. Jackson', 'Graham Greene', 'Colleen Camp', 'Larry Bryggman', 'Anthony Peck', 'Nicholas Wyman', 'Sam Phillips', 'Kevin Chamberlin', 'Sharon Washington', 'Stephen Pearlman', 'Michael Alexander Jackson', 'Aldis Hodge', 'Mischa Hausserman', 'Edwin Hodge', 'Robert Sedgwick', 'Tony Halme', 'Bill Christ', 'Anthony Thomas', 'Glenn Herman', 'Kent Faulcon', 'Akili Prince', 'Ardie Fuqua', 'Mike Jefferson', 'Andre Ware', 'Michael Lee Merrins', 'Birdie M. Hale', 'Daryl Edwards', 'Barbara Hipkiss', 'Aasif Mandvi', 'Bill Kux', 'Scott Nicholson', 'Ralph Buckley', 'Charles Dumas', 'Michael Cristofer', 'Phyllis Yvonne Stickney', 'J.R. Horne', 'Michael Tadross', 'Elvis Duran', 'John McTiernan Sr.', 'Greg A. Skoric', 'Sven Toorvald', 'T. Alloy Langenfeld', 'Timothy Adams', 'John C. Vennema', 'Gerrit Vooren', 'Willis Sparks', 'Tony Travis', 'Danny Dutton', 'James Saito', 'Patrick Borriello', 'Víctor Rojas', 'Jeffrey Dreisbach', 'Joe Zaloom', 'John Doman', 'Patricia Mauceri', 'Franchelle Stewart Dorn', 'Kharisma', 'Gerry Becker', 'Richard Council', 'John Robert Tillotson', 'Ray Aranha', 'Phil Theis', 'Flip', 'Dory Binyon', 'David Vitt', 'John Glenn Hoyt', 'Bray Poor', 'Shari-Lyn Safir', 'Ivan Skoric', 'Faisal Hassan', 'Richard Russell Ramos', 'Angela Amato Velez', 'Richard V. Allen', 'Shirley J. Hatcher', 'David P. Martin', 'James Patrick Whalen Sr.', 'Paul Simon', 'Carl Brewer', 'Vernon Campbell', 'Ali A. Wahhab', 'David Sontag', 'Ralph A. Villani', 'Carlo Giuliano', 'Jeannie Epper', 'Keith Schwabinger', 'Michael Luggio', 'Drew Nelson']"
Persepolis,2007,Marjane Satrapi,95,"['Chiara Mastroianni', 'Danielle Darrieux', 'Catherine Deneuve', 'Simon Abkarian', 'Gabrielle Lopes Benites', 'François Jerosme', 'Tilly Mandelbrot', 'Sophie Arthuys', 'Arié Elmaleh', 'Mathias Mlekuz']"
Big Eyes,2014,Tim Burton,106,"['Amy Adams', 'Christoph Waltz', 'Danny Huston', 'Jon Polito', 'Krysten Ritter', 'Jason Schwartzman', 'Terence Stamp', 'Madeleine Arthur', 'Delaney Raye', 'James Saito', 'Farryn VanHumbeck', 'Guido Furlani', 'Elisabetta Fantone', 'Emily Maddison', 'Brent Chapman', 'Gabe Khouth', 'Dylan Kingwell', 'Peter Kelamis', 'Deni DeLory', 'Desiree Zurowski', 'Vincent Gale', 'Fred Keating', 'Byron Bertram', 'Heather Doerksen', 'Eliza Norbury', 'Ryan Beil', 'Frenchy Gagne', 'Fiona Vroom', 'Jill Morrison', 'Leela Savasta', 'Linda Sato', 'Traci Toguchi', 'Stephanie Bennett', 'Andrea Bucko', 'Emily Fonda', 'Aaron Craven', 'Lear Howard', 'Heather Ireland', 'Linda Marr', 'Doreen McKenzie', 'Elizabeth Urrea', 'Kari-Ann Wood', 'Dale Wolfe', 'Patricia Mayen-Salazar', 'Tony Alcantar', 'Darren Dolynski', 'David Milchard', 'Andrew Airlie', 'Forbes Angus', 'Michael Kopsa', 'Alan MacFarlane', 'Thomas Potter', 'Colleen Winton', ""Pomaika'i Brown"", 'Dan Cooke', 'L.G. Michael Brown', 'Barclay Hope', 'Mia Adams', 'Michael St. John Smith', 'Timothy Van Cleave', 'Eric Keenleyside', 'Greg Kean', 'Sean Campbell', 'Julie Johnson', 'Britt Irvin', 'Matthew Kevin Anderson']"
Freaky Friday,2003,Mark Waters,97,"['Lindsay Lohan', 'Jamie Lee Curtis', 'Harold Gould', 'Chad Michael Murray', 'Mark Harmon', 'Stephen Tobolowsky', 'Christina Vidal', 'Ryan Malgarini', 'Haley Hudson', 'Rosalind Chao', 'Lucille Soong', 'Willie Garson', 'Dina Spybey-Waters', 'Julie Gonzalo', 'Christina Marie Walter', 'Lu Elrod', 'Heather Hach', 'Lorna Scott', 'Chris Carlberg', 'Danny Rubin', 'Hayden Tank', 'Cayden Boyd', 'Marc McClure', 'Chris Heuisler', 'Jeffrey Marcus', 'Jacqueline Heinze', 'Mary Ellen Trainor', 'Erica Gimpel', 'William Caploe', 'Daniel Raymont', 'Veronica Brooks', 'Lee Burns', 'Amir Derakh', 'Zoe Waters']"
Happy Feet,2006,George Miller,108,"['Elijah Wood', 'Robin Williams', 'Brittany Murphy', 'Hugh Jackman', 'Nicole Kidman', 'Hugo Weaving', 'Anthony LaPaglia', 'Elizabeth Daily', 'Magda Szubanski', 'Miriam Margolyes', 'Carlos Alazraqui', 'Lombardo Boyar', 'Jeffrey Garcia', 'Johnny A. Sanchez', 'Fat Joe', 'Alyssa Shafer', 'Cesar Flores', 'Danny Mann', 'Mark Klastorin', 'Michael Cornacchia', 'Seishirou Katou', 'Arif S. Kinchen', 'Steve Irwin', 'Nicholas McKay', 'Tiriel Mora', 'Lee Perry', 'Alan Shearman', 'Larry Moss', 'Peter Carroll', 'Giselle Loren', 'Michelle Arthur', 'Denise Blasor', 'Dee Bradley Baker', 'Roger Rose', 'Chrissie Hynde', 'Richard Carter', 'J. Grant Albrecht', 'Logan Arens', 'Charles Bartlett', 'Shane Baumel', 'T.J. Beacom', 'Kwesi Boakye', 'A.J. Buckley', 'Erin Chambers', ""Rickey D'Shon Collins"", 'Scotty Cox', 'Django Craig', 'Nicholas DeLaurentis', 'Olivia DeLaurentis', 'Chris Edgerly', 'Efrain Figueroa', 'Jeff Fischer', 'Sonje Fortag', 'Spencer Ganus', 'Khamani Griffin', 'Khadijah Haqq McCray', 'Aldis Hodge', 'Fisher Keene', 'Michael Krepack', 'Libby Lynch', 'Diane Michelle', 'Ryan Munck', 'Christian Pikes', 'Steve Pinto', 'Zoë Raye', 'Noreen Reardon', 'Eliana Reyes', 'Nicole Richmond', 'Aimee Roldan', 'Kyndell Rose', 'Alyssa Smith', 'Mari Weiss', ""Billy 'Sly' Williams"", 'Rachel York', 'Charlotte Gillman', 'Warren Coleman', 'Felix Williamson', 'Carly Andrews', 'Cassandra Swaby', 'Winston Cooper', 'Henry Nixon', 'Kelly Tracey', 'Yann Le Berre', 'Belinda Bromilow', 'Alan Zitner', 'Dasi Ruz', 'Helmut Bakaitis', 'Simon Westaway', 'Craig Ricci Shaynak']"
The SpongeBob SquarePants Movie,2004,Stephen Hillenburg,87,"['Tom Kenny', 'Bill Fagerbakke', 'Mr. Lawrence', 'Clancy Brown', 'Jeffrey Tambor', 'Scarlett Johansson', 'Rodger Bumpass', 'Alec Baldwin', 'Jill Talley', 'David Hasselhoff', 'Carolyn Lawrence', 'Tim Blaney', 'Mary Jo Catlett', 'Mageina Tovah', 'Jose Zelaya', 'Carlos Alazraqui', 'Stephen Hillenburg', 'Neil Ross', 'Bart McCarthy', 'Dee Bradley Baker', 'Lori Alan', 'Thomas F. Wilson', 'Aaron Springer', 'Paul Zies', 'Kristopher Logan', 'D.P. FitzGerald', 'Cole S. McKay', 'Henry Kingi', 'Randolph Jones', 'Sirena Irwin', 'Mike Bell', 'Aaron Hendry']"
Fantastic Four: Rise of the Silver Surfer,2007,Tim Story,92,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Doug Jones', 'Kerry Washington', 'Andre Braugher', 'Laurence Fishburne', 'Beau Garrett', 'Brian Posehn', 'Zach Grenier', 'Kenneth Welsh', 'Kevin McNulty', 'Andy Stahl', 'Debbie Timuss', 'Moneca Delain', 'Crystal Lowe', 'Vanessa Lachey', 'Stan Lee', 'Gonzalo Menendez', 'Джулиана Ранчич', 'Lauren Sánchez', 'Patricia Harras', 'Fareed Abdelhak', 'Dawn Chubai', 'Alicia Thorgrimsson', 'Valerie Tian', 'Jeanna Haddow', 'Ali Costigan', 'Suzanne Ristic', 'Michasha Armstrong', 'Ulla Friis', 'Nimet Kanji']"
The Hitchhiker's Guide to the Galaxy,2005,Garth Jennings,109,"['Martin Freeman', 'Zooey Deschanel', 'Sam Rockwell', 'Yasiin Bey', 'John Malkovich', 'Helen Mirren', 'Stephen Fry', 'Anna Chancellor', 'Bill Bailey', 'Dominique Jackson', 'Thomas Lennon', 'Bill Nighy', 'Alan Rickman', 'Steve Pemberton', 'Albie Woodington', 'Warwick Davis', 'Richard Griffiths', 'Ian McNeice', 'Mark Gatiss', 'Reece Shearsmith', 'Edgar Wright', 'Simon Jones', 'Su Elliot', 'Kelly Macdonald', 'Spencer Wilding', 'Mark Rhino Smith']"
Treasure Planet,2002,John Musker,95,"['Joseph Gordon-Levitt', 'Brian Murray', 'Emma Thompson', 'David Hyde Pierce', 'Martin Short', 'Dane A. Davis', 'Michael Wincott', 'Laurie Metcalf', 'Roscoe Lee Browne', 'Patrick McGoohan', 'Corey Burton', 'Michael McShane', 'Tony Jay', 'Austin Majors', 'Jack Angel', 'Bob Bergen', 'Rodger Bumpass', 'Jane Carr', 'John Cygan', 'Jennifer Darling', 'Paul Eiding', 'Sherry Lynn', 'Mona Marshall', 'Mickie McGowan', 'Patrick Pinney', 'Phil Proctor', 'Jeremy Suarez', 'Jim Ward', 'Dee Bradley Baker', 'Peter Cullen', 'Austin Farmer']"
Shrek Forever After,2010,Mike Mitchell,93,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Walt Dohrn', 'Julie Andrews', 'John Cleese', 'Jon Hamm', 'Jane Lynch', 'Craig Robinson', 'Lake Bell', 'Kathy Griffin', 'Mary Kay Place', 'Kristen Schaal', 'Meredith Vieira', 'Ryan Seacrest', 'Cody Cameron', 'Larry King', 'Regis Philbin', 'Christopher Knights', 'Conrad Vernon', 'Aron Warner', 'Jasper Johannes Andrews', 'Ollie Mitchell', 'Miles Bakshi', 'Nina Zoe Bakshi', 'Billie Hayes', 'Jeremy Hollingworth', 'Brian Hopkins', 'Chris Miller', 'Mike Mitchell', 'James Ryan', 'Ashley Boettcher', 'Danielle Soibelman', 'Frank Welker']"
Die Hard 2,1990,Renny Harlin,124,"['Bruce Willis', 'Bonnie Bedelia', 'William Sadler', 'Art Evans', 'Dennis Franz', 'William Atherton', 'John Amos', 'Fred Thompson', 'Tom Bower', 'Franco Nero', 'Sheila McCarthy', 'Reginald VelJohnson', 'Don Harvey', 'Tony Ganios', 'Peter Nelson', 'Robert Patrick', 'Mick Cunningham', 'John Leguizamo', 'Tom Verica', 'John Costelloe', 'Vondie Curtis-Hall', 'Mark Boone Junior', 'Ken Baldwin', 'Danny Weselis', 'Gregg Kovan', 'Don Charles McGovern', 'Danial Donai', 'Jeff Langton', ""Bob 'Rocky' Cheli"", 'Dale Jacoby', 'Vincent Mazella Jr.', ""Patrick O'Neal"", 'Ben Lemon', 'Jason Ross-Azikiwe', 'Anthony Droz', 'Michael Francis Clarke', 'Steve Pershing', 'Tom Everett', 'Sherry Bilsing', 'Karla Tamburrelli', 'Jeanne Bates', 'Colm Meaney', 'Steffen Foster', 'James Lancaster', 'Amanda Hillwood', 'Felicity Waterman', 'Alan Berger', 'Vance Valencia', 'Gilbert Garcia', 'Julian Reyes', 'Richard Domeier', 'David Katz', 'Robert Lipton', 'Rob Steinberg', 'Paul Abascal', 'John Rubinow', 'Bob Braun', 'Dominique Jennings', 'Carol Barbee', 'Jerry E. Parrott', 'Martin Lowery', 'Robert Sacchi', 'Dick McGarvin', 'Edward Gero', 'Stafford Morgan', 'Robert J. Bennett', 'Jim Hudson', 'Nick Angotti', 'Tom Finnegan', 'Thomas Tofel', 'Earl Houston Bullock', 'Wynn Irwin', 'Rande Scott', 'Ken Smolka', 'Robert Costanzo', 'Lauren Letherer', 'Connie Lillo-Thieman', 'Ed DeFusco', 'Charles Lanyer', 'Bill Smillie', 'Dwayne Hargray', 'John Cade', 'Paul Bollen', 'Joseph Michael Roth', 'David Willis Sr.', 'Edward Mannix', 'Dru Berrymore', 'Robert M. Bouffard', 'Michael Luggio', 'James Wellington', 'Scott Cranford', 'Reggie Luck', 'Russell McConnell', 'Mickie McGowan']"
South Park: Bigger Longer & Uncut,1999,Trey Parker,81,"['Trey Parker', 'Matt Stone', 'Mary Kay Bergman', 'Isaac Hayes', 'Jesse Brant Howell', 'Anthony Cross-Thomas', 'Franchesca Clifford', 'Bruce Howell', 'Deb Adair', 'Jennifer Howell', 'George Clooney', 'Brent Spiner', 'Minnie Driver', 'Dave Foley', 'Eric Idle', 'Nick Rhodes', 'Toddy Walters', 'Stewart Copeland', 'Stanley G. Sawicki', 'Chase Holt', 'Mike Judge', 'Howard McGillin']"
Neighbors 2: Sorority Rising,2016,Nicholas Stoller,92,"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Chloë Grace Moretz', 'Dave Franco', 'Ike Barinholtz', 'Lisa Kudrow', 'Selena Gomez', 'Jerrod Carmichael', 'Carla Gallo', 'Kiersey Clemons', 'Beanie Feldstein', 'Hannibal Buress', 'Christopher Mintz-Plasse', 'Elise Vargas', 'Zoey Vargas', 'Clara Mamet', 'Awkwafina', 'John Early', 'Johnny Pemberton', 'Kyle Mooney', 'Ian Gregg', 'Jacob Wysocki', 'Liz Cackowski', 'Kelsey Grammer', 'Sam Richardson', 'Abbi Jacobson', 'Billy Eichner', 'Brian Huskey', 'Miles Armstrong', 'Kemuel Crossty', 'Cameron Hill', 'Denryc Hill', 'Brian K. Johnson', 'Windsor Jones', 'Harrison Thacker', 'Ciara Bravo']"
DodgeBall: A True Underdog Story,2004,Rawson Marshall Thurber,92,"['Vince Vaughn', 'Christine Taylor', 'Ben Stiller', 'Rip Torn', 'Justin Long', 'Stephen Root', 'Joel David Moore', 'Chris Williams', 'Alan Tudyk', 'Missi Pyle', 'Jamal Duff', 'Gary Cole', 'Jason Bateman', 'Hank Azaria', 'Al Kaplon', 'Lance Armstrong', 'Chuck Norris', 'David Hasselhoff', 'William Shatner', 'Julie Gonzalo', ""Trever O'Brien"", 'Cayden Boyd', 'Rusty Joiner', 'Kevin Porter', 'Brandon Molale', 'Suzy Nakamura', 'Lori Beth Denberg', 'Julia Ensign', 'David Boyd', 'Bowd J. Beal', 'Curtis Armstrong', 'Tate Chalk', 'Jordyn Colemon', 'Hayley Rosales', 'Bix Barnaba', 'Earl Schuman', ""Robert 'Duckie' Carpenter"", 'Tony Daly', 'Amy Stiller', 'Jim Cody Williams', 'Douglas Grimes', 'Scarlett Chorvat', 'Matt Levin', 'Rawson Marshall Thurber', 'Sik End', 'Stephen B. Turner', 'Tim Soergel', 'Andy Chanley', 'Candice Michelle']"
A Christmas Story,1983,Bob Clark,93,"['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Jean Shepherd', 'Ian Petrella', 'Scott Schwartz', 'Tedde Moore', 'R.D. Robb', 'Zack Ward', 'Yano Anaya', 'Jeff Gillen', 'Leslie Carlson', 'Jim Hunter', 'Patty Johnson', 'Drew Hocevar', 'David Edward', 'Dwayne McLean', 'Helen E. Kaider', 'John Wong', 'Johan Sebastian Wong', 'Fred Lee', 'Dan Ma', 'Rocco Bellusci', 'Tommy Wallace', 'Court Benson', 'Leigh Brown', 'Bob Clark', 'Giada Dobrzenska', 'Dave Duff', 'Jordan-Patrick Marcantonio', 'Gary A. Jones', 'Kristephan Warren-Stevens', 'Don Geyer', 'Kathryn Hayzer', 'John Kennedy', 'Bill Kravitz', 'Julie Matthews', 'Christine Powrie', 'Quinn Smith']"
Ice Age: The Meltdown,2006,Carlos Saldanha,91,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Seann William Scott', 'Josh Peck', 'Jay Leno', 'Will Arnett', 'Chris Wedge', 'Peter Ackerman', 'Caitlin Rose Anderson', 'Connor Anderson', 'Joseph Bologna', 'Jack Crocicchia', 'Peter DeSève', 'Ariel Winter', 'Clea Lewis', 'Stephen Root', 'Nicole DeFelice', 'Debi Derryberry', 'Marshall Efron', 'Tom Fahn', 'Jason Fricchione', 'James Edmund Godwin', 'George Jacobs', 'Brian Scott McFadden', 'Jansen Panettiere', 'Gregory Romano', 'Matt Romano', 'Carlos Saldanha', 'Manoela Scarpa Saldanha', 'Sofia Scarpa Saldanha', 'Reyna Shaskan', 'James Sie', 'Cindy Slattery', 'Mindy Sterling', 'Alex Sullivan', 'Renée Taylor', 'Alan Tudyk', 'Claudia Besso', 'Madeleine Martin', 'Sherry Lynn', 'Mickie McGowan', 'Emily Anderson', 'Jack Angel', 'Shane Baumel', 'Bob Bergen', 'Kyle J. Bogert', 'Rodger Bumpass', 'Paul Butcher', 'Blanca Camacho', 'John Cygan', 'Jennifer Darling', 'Olivia DeLaurentis', 'Harrison Fahn', 'Bill Farmer', 'Crispin Freeman', 'Tim Kirkpatrick', 'David H. Kramer', 'Danny Mann', 'Laura Marano', 'Matt McCarthy', 'Laraine Newman', 'Jan Rabson', 'Zack Shada', 'Thomas Sharkey', 'Ross Simanteris', 'Rachel Stand', 'Spencer Lacey Ganus', 'Jess Harnell']"
Ghostbusters II,1989,Ivan Reitman,108,"['Bill Murray', 'Dan Aykroyd', 'Sigourney Weaver', 'Harold Ramis', 'Rick Moranis', 'Ernie Hudson', 'Annie Potts', 'Peter MacNicol', 'Harris Yulin', 'David Margulies', 'Kurt Fuller', 'Janet Margolin', 'Wilhelm von Homburg', 'William T. Deutschendorf', 'Henry J. Deutschendorf II', 'Michael P. Moran', 'Olivia Ward', 'Mordecai Lawner', 'Susanna Boehm', 'Mary Ellen Trainor', 'Christopher Villaseñor', 'Jason Reitman', 'Aaron Lustig', 'Page Leong', 'Mark Schneider', 'Valery Pappas', 'Catherine Reitman', 'Dave Florek', 'Richard Foronjy', 'George P. Wilbur', 'Sharon Kramer', 'Walt Flanagan', 'Bobby Brown', 'Christopher Neame', 'Judy Ovitz', 'Tom Dugan', 'Angelo Dimascio', 'Robert Alan Beuth', 'Ralph Monaco', 'Ron Cummins', 'Cheech Marin', 'Yvette Cruise', 'John Hammil', 'Ray Glanzmann', 'Alex Zimmerman', 'Brian Doyle-Murray', 'Louise Troy', 'Douglas Seale', 'Ben Stein', 'Erik Holland', 'Philip Baker Hall', 'Steve Baker', 'Trish Cook', 'Kevin Dunn', 'Ryan Francis', 'Tyra Reneé Fuller', 'Jim Fyfe', 'George Gerard', 'Donna Guidry', 'Tim Lawrence', 'Peter Papageorgio', 'Kariim Ratcliff', 'Ivan Reitman', 'Ira S. Rosenstein', 'Felix Silla', 'Max von Sydow', 'Chloe Webb', 'Justin Michael Woods']"
The Aristocats,1970,Wolfgang Reitherman,78,"['Phil Harris', 'Eva Gabor', 'Sterling Holloway', 'Scatman Crothers', 'Paul Winchell', 'Lord Tim Hudson', 'Vito Scotti', 'Thurl Ravenscroft', 'Dean Clark', 'Liz English', 'Gary Dubin', 'Nancy Kulp', 'Pat Buttram', 'George Lindsey', 'Monica Evans', 'Carole Shelley', 'Charles Lane', 'Hermione Baddeley', 'Roddy Maude-Roxby', 'Bill Thompson']"
Hairspray,2007,Adam Shankman,117,"['Nikki Blonsky', 'Zac Efron', 'John Travolta', 'Brittany Snow', 'Michelle Pfeiffer', 'Amanda Bynes', 'Queen Latifah', 'Elijah Kelley', 'Christopher Walken', 'James Marsden', 'Allison Janney', 'Taylor Parks', 'Jayne Eastwood', 'Paul Dooley', 'Jerry Stiller', 'Darren Frost', 'John Waters', 'Joe Parro', 'Nick Loren', 'Bryan Hindle', 'Sheldon Smith', 'Greg Farkas', 'Bruce McFee', 'Christian Hagen', 'John Andersen', 'Neil Crone', 'George King', 'James Kirchner', 'Brendan Wall', 'Ted Ludzik', 'Ron Pardo', 'Geri Hall', 'Seth Howard', 'Ricki Lake', 'Adam Shankman', 'Marc Shaiman', 'Scott Wittman', 'Anne Fletcher', 'Joey Pizzi', 'Zachary Woodlee', 'Laura Edwards', 'Becca Sweitzer', 'Cassie Silva', 'Tiffany Engen', 'Brooke Engen', 'Sarah Jayne Jensen', 'Hayley Podschun', 'Nick Baga', 'Curtis Holbrook', 'J.P. Ferreri', 'Spencer Liff', 'Phillip Spaeth', 'Tabitha Lupien', 'Kelly Fletcher', 'Jesse Weafer', 'Corey Gorewicz', 'Josh Feldman', 'Everett Smith', 'Ariel Reid', 'Whitney Brown', 'Jason Dolphin', 'Anthony Carr', 'Chris Andrew Robinson', 'Sarah Francis', 'Starr Domingue', 'Shawn Byfield', 'Shane Simpson', '""Hollywood Jade"" Anderson', 'Rhonda Roberts', 'Jennifer Abbey', 'Sherisse Springer', 'Vanessa Cobham', 'Eboni Nichols', 'Holly Alexis Hyman', 'Jamal Sims', 'Damon Butler', ""Stephen 'tWitch' Boss"", 'Marc Spaulding', 'Arike Rice', 'Tanee McCall', 'Nadine Ellis', 'Reggie Jackson', 'Tramaine Montell Ford', 'Khetanya Henderson', 'Loriel Hennington', 'Daniel Dyer', 'Kristen Munro', 'Ingrid Gaynor', 'Stacey Martino', 'Sal Scozzari', 'Charles Seminerio', 'Alison Smyth', 'Christine Moore', 'Emily Andrews', 'Julianne Jackson', 'Laura Lawson', 'Melissa Leifer', 'Janelle Hutchison', 'Jenny Parsons', 'Susan Henley', 'Gerry Mendicino', 'Nick Settimi', 'Kyle Golemba', 'Tiffany Green', 'Rachael Dolan', 'Kristina Uranowski', 'Charlotte Szivak', 'Deborah Overes', 'Mary McCandless', 'Sharron Matthews', 'Jeffrey James', 'Carla Guiliani', 'Chantelle Leonardo', 'Melissa Williams', 'Krystal Kiran', 'Jessica Dawson', 'Sheri Godfrey', 'Jessica Keeling', ""Romina D'Ugo"", 'Julia Juhas', 'Cindy Willems', 'Faye Rauw', 'Niky Johnson', 'Shannon Whelan', 'Diana Coatsworth', 'Keri Tkacz', 'Krista Leis', 'Sammy Rosen', 'Stephen Findlay', 'Mike Cota', 'Dennis Lupien', 'Serge Kushnier', 'Austin Di Iulio', 'Chad McFadden', 'Ted Banfalvi', 'Shaun Amyot', 'Blaine Totten', 'Glen Kerr', 'Paul Gordon', 'Gerard McIsaac', 'Josh Epstein', 'Derek Gilroy', 'A. Frank Ruffo', 'Darcy Evans', 'Marc Kimelman', 'Larry Mannell', 'Wally Michaels', 'Matthew Caruso', 'Lyne Tremblay', 'Mary Pitt', 'Janice Luey', 'Dondraico Johnson']"
Robin Hood,1973,Wolfgang Reitherman,83,"['Brian Bedford', 'Phil Harris', 'Andy Devine', 'Monica Evans', 'Peter Ustinov', 'Terry-Thomas', 'Pat Buttram', 'Carole Shelley', 'Roger Miller', 'Ken Curtis', 'George Lindsey', 'Barbara Luddy', 'Billy Whitaker', 'John Fiedler', 'Candy Candido', 'Dana Laurita', ""J. Pat O'Malley"", 'Richie Sanders', 'Dori Whitaker']"
The Muppets,2011,James Bobin,103,"['Jason Segel', 'Amy Adams', 'Chris Cooper', 'Rashida Jones', 'Steve Whitmire', 'Peter Linz', 'Eric Jacobson', 'Dave Goelz', 'Bill Barretta', 'David Rudman', 'Matt Vogel', 'Alan Arkin', 'Bill Cobbs', 'Zach Galifianakis', 'Ken Jeong', 'Jim Parsons', 'Eddie Pepitone', 'Kristen Schaal', 'Sarah Silverman', ""Eddie 'Piolin' Sotelo"", 'Raymond Ma', 'Shu Lan Tuan', 'Donald Glover', 'Dahlia Waingort', 'Jonathan Palmer', 'Don Yanan', 'Michael Albala', 'Julia Marie Franzese', 'Gunnar Smith', 'Connor Gallagher', 'Justin Marco', 'Cameron Kasal', 'Justin Tinucci', 'Alex Long', 'Aria Noelle Curzon', 'Emily Blunt', 'James Carville', 'Leslie Feist', 'Whoopi Goldberg', 'Selena Gomez', 'Dave Grohl', 'Neil Patrick Harris', 'Judd Hirsch', 'John Krasinski', 'Rico Rodriguez', 'Mickey Rooney', 'Tyler Bunch', 'Bruce Lanoil', 'Michelan Sisti', 'Paul McGinnis', 'Greg Ballora', 'David Alan Barclay', 'Tim Blaney', 'Kevin Carlson', 'Leslie Carrara-Rudolph', 'Kristin Charney', 'Nathan Danforth', 'Alice Dinnean', 'Julia Gunn', 'BJ Guyer', 'Tanya Haden', 'Patrick Johnson', 'Sean W. Johnson', 'Len Levitt', 'James Murray', 'Michael Oosterom', 'Karen Prell', 'Mike Quinn', 'David Skelly', 'Andy Stone', 'Art Vega', 'Alex Villa', 'Chase Woolner', 'Jack Black', 'Mike Carlucci', 'Reese Hartwig', 'Jerry Nelson']"
Spy Kids,2001,Robert Rodriguez,88,"['Alexa PenaVega', 'Daryl Sabara', 'Antonio Banderas', 'Carla Gugino', 'Alan Cumming', 'Tony Shalhoub', 'Teri Hatcher', 'Robert Patrick', 'Dick Clark', 'George Clooney', 'Cheech Marin', 'Danny Trejo', 'Richard Linklater', 'Mike Judge', 'Guillermo Navarro', 'Johnny Reno', 'Shannon Shea', 'Kara Slack', 'Jeffrey J. Dashnaw', 'Norman Cabrera', 'Trant Batey']"
Under Wraps,1997,Greg Beeman,91,"['Mario Yedidia', 'Adam Wylie', 'Clara Bryant', 'Ken Hudson Campbell', 'Corinne Bohrer', 'Penny Peyser', 'Ed Lauter', 'Bill Fagerbakke', 'Tom Virtue', 'Laura Leary', 'Trenton Gaucher', 'Brooke Garrett', 'Joshua Dennis', 'Ryan Schofield', 'Nakia Burrise']"
Brink!,1998,Greg Beeman,91,"['Erik von Detten', 'Sam Horrigan', 'Christina Vidal', 'Robin Riker', 'Geoffrey Blake', 'Walter Jones', 'Patrick Levis', 'Joey Simmrin', 'Asher Gold', 'Katie Volding', 'David Graf', 'Jake Elliot', 'Brian Fenwick', 'Neil Daly', 'Tom Virtue', 'Bonnie Hellman', 'Cynthia Avila', 'David Douglas']"
